_inventory,_substance,_other_names,_use,_cas,GRAS Notice (GRN) No.,Substance,Intended Use,Basis,Notifier,Notifier Address,Date of filing,GRN Part 1,GRN Part 2,GRN Part 3,GRN Part 4,GRN Part 5,GRN Part 6,GRN Part 7,Date of closure,Date of correction letter,FDA's Letter,Date additional correspondence,Additional correspondence,Date additinoal correspondence 2,Additional correspondence 2,Date additional correspondence 3,Additional correspondence 3,Date additional correspondence 4,Additional correspondence 4,Resubmission,Resubmitted,Notes,Related submission
gras_notices,Whey mineral concentrate,,"Use in beverages, foods, and dairy products as a source of calcium at levels consistent with current calcium supplementation guidelines",,52,Whey mineral concentrate,"Use in beverages, foods, and dairy products as a source of calcium at levels consistent with current calcium supplementation guidelines",Scientific procedures,"Glanbia Ingredients, Inc.","523 6th Street; Monroe, WI 53566",06/27/2000,GRN 52 (in PDF),,,,,,,01/30/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Phytosterol esters,,"Ingredient in vegetable oil, at a level up to 13.3 percent by weight, for home use applications such as baking, frying, and salad dressings",,53,Phytosterol esters,"Ingredient in vegetable oil, at a level up to 13.3 percent by weight, for home use applications such as baking, frying, and salad dressings",Scientific procedures,Procter & Gamble Company,"Winton Hill Technical Center; 6071 Center Hill Avenue; Cincinnati, OH 45224",07/24/2000,GRN 53 (in PDF),,,,,,,12/20/2000,,FDA has no questions,,,,,,,,,,,,
gras_notices,Xylanase derived from Fusarium venenatum carrying a gene encoding xylanase from Thermomyces lanuginosus,,Use in the baking industry as a processing aid at minimum levels necessary in accordance with good manufacturing practices,,54,Xylanase derived from Fusarium venenatum carrying a gene encoding xylanase from Thermomyces lanuginosus,Use in the baking industry as a processing aid at minimum levels necessary in accordance with good manufacturing practices,Scientific procedures,Novo Nordisk,"77 Perry Chapel Church Road; Box 576; Franklinton, NC 27525",07/28/2000,GRN 54 (in PDF),,,,,,,02/23/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Transglutaminase from Streptoverticillium mobaraense,,"Use in pasta, bread, pastries, ready to eat cereal products, pizza dough, and grain mixtures as a crosslinking agent at varying levels",,55,Transglutaminase from Streptoverticillium mobaraense,"Use in pasta, bread, pastries, ready to eat cereal products, pizza dough, and grain mixtures as a crosslinking agent at varying levels",Scientific procedures,Ajinomoto USA,"1120 Connecticut Ave, NW; Suite 416; Washington, DC 20036",08/08/2000,GRN 55 (in PDF),,,,,,,01/30/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Diacylglycerol oil,,Substitute for vegetable oils,,56,Diacylglycerol oil,Substitute for vegetable oils,Scientific procedures,Kao Corporation,"1-3, Bunka 2-chome; Tokyo 131 8501, JAPAN",08/11/2000,GRN 56 (in PDF),,,,,,,12/04/2000,,FDA has no questions,,,,,,,,,,,,
gras_notices,Argon gas,,"Use in wines, fruit juices and vegetable juices to replace the normal air atmosphere in sealed containers",,57,Argon gas,"Use in wines, fruit juices and vegetable juices to replace the normal air atmosphere in sealed containers",Scientific procedures,Permafresh Corporation,"8911 Osuna Road NE; Albuquerque, NM 87111",09/08/2000,GRN 57 (in PDF),,,,,,,11/02/2000,,FDA has no questions,,,,,,,,,,,,
gras_notices,Gum arabic,,"Use in creamers for alcoholic beverages as a thickener, emulsifier or stabilizer at levels not to exceed 20 percent by weight of the alcoholic beverage",,58,Gum arabic,"Use in creamers for alcoholic beverages as a thickener, emulsifier or stabilizer at levels not to exceed 20 percent by weight of the alcoholic beverage",Scientific procedures,Kerry Ingredients,"352 East Grand Avenue; Beloit, WI 53511",09/25/2000,GRN 58 (in PDF),,,,,,,09/10/2001,10/01/2001,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,Incorporates Food Additive Petition,FAP 1A4730
gras_notices,Hydrogenated starch hydrolysate,,"Use in foods in general as a flavoring agent, adjuvant, formulation aid, humectant, processing aid, stabilizer, thickener, surface-finishing agent, or texturizer at levels not to exceed good manufacturing practice",,59,Hydrogenated starch hydrolysate,"Use in foods in general as a flavoring agent, adjuvant, formulation aid, humectant, processing aid, stabilizer, thickener, surface-finishing agent, or texturizer at levels not to exceed good manufacturing practice",Scientific procedures,Grain Processing Corporation,"1600 Oregon Street; Muscatine, IA 52761",10/04/2000,GRN 59 (in PDF),,,,,,,09/24/2001,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Potassium bisulfate,,Use in cake mixes as a pH control agent and leavening agent at a level of 0.1 to 1.0 percent by weight; use in foods in general as a pH control agent and processing aid at levels not to exceed good manufacturing practices,,60,Potassium bisulfate,Use in cake mixes as a pH control agent and leavening agent at a level of 0.1 to 1.0 percent by weight; use in foods in general as a pH control agent and processing aid at levels not to exceed good manufacturing practices,Scientific procedures,Jones-Hamilton Company,"30354 Tracy Road; Walbridge, OH 43465",10/31/2000,GRN 60 (in PDF),,,,,,,01/19/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Plant sterols/Plant sterol esters,,"Plant sterols as an ingredient in vegetable oil spreads, dressings for salad, health drinks, health bars, yogurt-type products at a level of 1 gram per serving; and as a raw material in the manufacture of plant sterol esters for use as an ingredient in the same foods at a level of 1.65 grams (i.e., 1 gram sterol equivalent) per serving",,61,Plant sterols/Plant sterol esters,"Plant sterols as an ingredient in vegetable oil spreads, dressings for salad, health drinks, health bars, yogurt-type products at a level of 1 gram per serving; and as a raw material in the manufacture of plant sterol esters for use as an ingredient in the same foods at a level of 1.65 grams (i.e., 1 gram sterol equivalent) per serving",Scientific procedures,Archer Daniels Midland Company,"1001 North Brush College Road; Decatur, IL 62521",11/27/2000,GRN 61 (in PDF),,,,,,,04/18/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Chlorine dioxide generated from particles (&lt;30&mu;m) composed of sodium polyphosphate, magnesium sulfate, sodium silicate and sodium chlorite that are incorporated into low density polyethylene (LDPE) food-packaging films, at levels not exceeding 17.5 micrograms chlorite/in2 of finished package film.",,"Use for packaging meats, poultry and seafood that will be cooked prior to being consumed, and for packaging fresh fruits and vegetables and foods in transit or storage from producers to processors, or institutional users, that will be washed with a potable water rinse and further processed before being consumed, to extend the shelf life and extend the freshness of the contained foods; Use for fresh pasta products that will be cooked prior to being consumed, and for prepared dough products that will be baked, or otherwise cooked, prior to being consumed",,62,"Chlorine dioxide generated from particles (&lt;30&mu;m) composed of sodium polyphosphate, magnesium sulfate, sodium silicate and sodium chlorite that are incorporated into low density polyethylene (LDPE) food-packaging films, at levels not exceeding 17.5 micrograms chlorite/in2 of finished package film.","Use for packaging meats, poultry and seafood that will be cooked prior to being consumed, and for packaging fresh fruits and vegetables and foods in transit or storage from producers to processors, or institutional users, that will be washed with a potable water rinse and further processed before being consumed, to extend the shelf life and extend the freshness of the contained foods; Use for fresh pasta products that will be cooked prior to being consumed, and for prepared dough products that will be baked, or otherwise cooked, prior to being consumed",Scientific procedures,"Bernard Technologies, Inc.","919 North Michigan Avenue; Chicago, IL 60611",12/04/2000,GRN 62 part 1 (in PDF),GRN 62 part 2 with amendments (in PDF),,,,,,06/19/2001,,FDA has no questions,08/20/2003,Additional correspondence about intended uses,,,,,,,,,,
gras_notices,Hops beta acids,,Use on casings for frankfurters and on cooked meat and poultry products as an antimicrobial agent,,63,Hops beta acids,Use on casings for frankfurters and on cooked meat and poultry products as an antimicrobial agent,Scientific procedures,"Rhodia, Inc.","CN 7500; 259 Prospect Plains Road; Cranbury, NJ 08512",12/20/2000,GRN 63 (in PDF),,,,,,,03/15/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Egg white lysozyme,,Use on casings for frankfurters and on cooked meat and poultry products as an antimicrobial agent,,64,Egg white lysozyme,Use on casings for frankfurters and on cooked meat and poultry products as an antimicrobial agent,Scientific procedures,"Rhodia, Inc.","CN 7500; 259 Prospect Plains Road; Cranbury, NJ 08512",12/20/2000,GRN 64 (in PDF),,,,,,,04/02/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Nisin,,Use on casings for frankfurters and on cooked meat and poultry products as an antimicrobial agent,,65,Nisin,Use on casings for frankfurters and on cooked meat and poultry products as an antimicrobial agent,Scientific procedures,"Rhodia, Inc.","CN 7500; 259 Prospect Plains Road; Cranbury, NJ 08512",12/20/2000,GRN 65 (in PDF),,,,,,,04/20/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Milk thistle extract,,Use in a malt-based beverage as a bittering agent,,66,Milk thistle extract,Use in a malt-based beverage as a bittering agent,Scientific procedures,JHB Inc.,"26216 Alizia Cyn. Drive; Calabasas, CA 91302",01/03/2001,GRN 66 (in PDF),,,,,,,04/23/2001,,Notice does not provide a basis for a GRAS determination,,,,,,,,,,,,
gras_notices,Milk-derived lactoferrin,,Use on uncooked beef as an antimicrobial agent at a level not to exceed 2 percent,,67,Milk-derived lactoferrin,Use on uncooked beef as an antimicrobial agent at a level not to exceed 2 percent,Scientific procedures,"Farmland National Packaging Company, L.P.","1501 East 8th Street; Liberal, KS 67905",01/09/2001,GRN 67 (in PDF),,,,,,,10/23/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Lipase from Penicillium camembertii,,Use on fats and oils to produce fatty acids or glycerides at a level up to one percent of the weight of the fat or oil,,68,Lipase from Penicillium camembertii,Use on fats and oils to produce fatty acids or glycerides at a level up to one percent of the weight of the fat or oil,Scientific procedures,Amano Enzyme Inc.,"2-7, 1-Chome, Nishiki; Naka-ku, Nagoya 460, JAPAN",01/31/2001,GRN 68 (in PDF),,,,,,,05/29/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Behenic acid,,"Use in margarine, shortening, and food products that require the use of semi-solid and solid fats as a texturizer at levels up to 8 percent of the oil mass of the food product",,69,Behenic acid,"Use in margarine, shortening, and food products that require the use of semi-solid and solid fats as a texturizer at levels up to 8 percent of the oil mass of the food product",Scientific procedures,Thixo Limited,"2 Hashaked Street; Ness Ziona, 74104 ISRAEL",02/15/2001,GRN 69 (in PDF),,,,,,,05/14/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,Stearyl alcohol,,"Use in margarine, shortening, and food products that require the use of semi-solid and solid fats as a texturizer at levels up to 10 percent of the oil mass of the food product",,70,Stearyl alcohol,"Use in margarine, shortening, and food products that require the use of semi-solid and solid fats as a texturizer at levels up to 10 percent of the oil mass of the food product",Scientific procedures,Thixo Limited,"2 Hashaked Street; Ness Ziona, 74104 ISRAEL",02/21/2001,GRN 70 (in PDF),,,,,,,04/23/2001,,FDA has no questions,,,,,,,,,,,,
gras_notices,"White mineral oil, USP (viscosity ISO 100 )",,Use on potato processing equipment as a sprayed release agent resulting in a presence on food at no more than 5 parts per million,,71,"White mineral oil, USP (viscosity ISO 100 )",Use on potato processing equipment as a sprayed release agent resulting in a presence on food at no more than 5 parts per million,Scientific procedures,American Ingredients Company,"3947 Broadway; Kansas City, MO 64111",03/07/2001,GRN 71 (in PDF),,,,,,,04/20/2001,,FDA has no questions,,,,,,,,,40,,,
gras_notices,Pullulanase derived from Bacillus licheniformis carrying a gene encoding pullulanase from B. deramificans,,Use in the manufacture of starch hydrolysates and high fructose corn syrup as a processing aid at a minimum level necessary in accordance with good manufacturing practice,,72,Pullulanase derived from Bacillus licheniformis carrying a gene encoding pullulanase from B. deramificans,Use in the manufacture of starch hydrolysates and high fructose corn syrup as a processing aid at a minimum level necessary in accordance with good manufacturing practice,Scientific procedures,Genencor International Inc.,"925 Page Mill Road; Palo Alto, CA 94304",03/10/2001,GRN 72 (in PDF),,,,,,,06/12/2001,,FDA has no questions,,,,,,,,,,,Incorporates GRAS Affirmation Petition,GRP 5G0415
gras_notices,Shrimp-derived chitosan,,Use in foods in general for multiple technical effects in accordance with good manufacturing practice,,73,Shrimp-derived chitosan,Use in foods in general for multiple technical effects in accordance with good manufacturing practice,Scientific procedures,Primex Ingredients ASA,"Karmsund Fiskerihavn; P.O. Box 114; N-4299 Avaldsnes, NORWAY",03/14/2001,GRN 73 (in PDF),,,,,,,01/31/2002,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Beta-cyclodextrin,,"Use in baked goods prepared from dry mixes, breakfast cereal, chewing gum, gelatins and puddings, dry mix for soups, flavored coffee and tea, compressed candies, processed cheese products, flavored savory snacks and crackers, dry mix for beverages as a flavor carrier or protectant at varying levels",,74,Beta-cyclodextrin,"Use in baked goods prepared from dry mixes, breakfast cereal, chewing gum, gelatins and puddings, dry mix for soups, flavored coffee and tea, compressed candies, processed cheese products, flavored savory snacks and crackers, dry mix for beverages as a flavor carrier or protectant at varying levels",Scientific procedures,Wacker Biochem Corp.,"3301 Sutton Road; Adrian, MI 49221",03/28/2001,GRN 74 (in PDF),,,,,,,10/25/2001,,FDA has no questions,,,,,,,,,,,,
