_inventory,_substance,_other_names,_use,_cas,CAS Registry No. (or other ID),Substance,Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg01,Reg02,reg03,reg04,reg05,reg06,reg07,reg08,reg09,reg10,reg11,reg12,reg13,reg14,reg15,reg16,reg17,reg18,reg19,reg20,reg21,Reg prohibited189,regs Labeling-Standards,Other Names,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12,SYN13,SYN14,SYN15,SYN16,SYN17,SYN18,SYN19
indirect_additives,ACRYLONITRILE-STYRENE-CO-ETHYLENEDIAMINE ACETATE POLYMER,POLY(ACRYLONITRILE-CO-ETHYLENEDIAMINE ACETATE-CO-STYRENE),,977103-50-6,977103-50-6,ACRYLONITRILE-STYRENE-CO-ETHYLENEDIAMINE ACETATE POLYMER,,,,,,,176.170,,,,,,,,,,,,,,,,,,,,,,,POLY(ACRYLONITRILE-CO-ETHYLENEDIAMINE ACETATE-CO-STYRENE),ACRYLONITRILE-STYRENE-ETHYLENEDIAMINE ACETATE COPOLYMER,,,,,,,,,,,,,,,,,,
indirect_additives,ACTIVATED CARBON,"CHARCOAL, ACTIVATED",,64365-11-3,64365-11-3,ACTIVATED CARBON,,,,,,,177.1210,,,,,,,,,,,,,,,,,,,,,,,"CHARCOAL, ACTIVATED",ACTIVATED CHARCOAL,ACTIVATED CARBON,"CARBON, ACTIVATED",ACTIVE CARBON,,,,,,,,,,,,,,,
indirect_additives,"ACYL SARCOSINE, N-SUBSTITUTED DERIVATIVE",N-ACYLSARCOSINE,,977037-69-6,977037-69-6,"ACYL SARCOSINE, N-SUBSTITUTED DERIVATIVE",,,,,,,177.1200,178.3130,,,,,,,,,,,,,,,,,,,,,,N-ACYLSARCOSINE,"N-METHYLGLYCINE, N-ACYL DERIVATIVE",,,,,,,,,,,,,,,,,,
indirect_additives,ADIPIC ACID,ADIPIC ACID,,124-04-9,124-04-9,ADIPIC ACID,,,,,,,175.300,175.320,176.170,176.180,177.1200,177.1390,177.1500,177.1630,177.1680,177.2420,177.2600,184.1009,,,,,,,,,,,,ADIPIC ACID,HEXANEDIOIC ACID,"1,4-BUTANEDICARBOXYLIC ACID",,,,,,,,,,,,,,,,,
indirect_additives,ALCOHOL AND KETONE ALCOHOLS MIXTURE (STILL-BOTTOM PRODUCT FROM C12-C18 ALCOHOL MANUFACTURING PROCESS),"ALCOHOL/KETONE ALCOHOL MIXTURE, STILL-BOTTOM PRODUCT FROM C12-18 ALCOHOL MANUFACTURING PROCESS",,977183-74-6,977183-74-6,ALCOHOL AND KETONE ALCOHOLS MIXTURE (STILL-BOTTOM PRODUCT FROM C12-C18 ALCOHOL MANUFACTURING PROCESS),,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,"ALCOHOL/KETONE ALCOHOL MIXTURE, STILL-BOTTOM PRODUCT FROM C12-18 ALCOHOL MANUFACTURING PROCESS","KETONE ALCOHOL/ALCOHOL MIXTURE, STILL-BOTTOM PRODUCT FROM C12-18 ALCOHOL MANUFACTURING PROCESS",,,,,,,,,,,,,,,,,,
indirect_additives,"ALCOHOLS, C>14","ALCOHOLS, C>14",,71750-71-5,71750-71-5,"ALCOHOLS, C>14",,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,"ALCOHOLS, C>14","SYNTHETIC PRIMARY LINEAR ALIPHATIC ALCOHOL, MW GREATER THAN 400",ALCOHOL(C LENGTH GREATER THAN 14),ALCOHOL(C14+),C14+ ALCOHOL,ALCOHOLS C>14,C>14 ALCOHOLS,FATTY ALCOHOL(C14+),,,,,,,,,,,,
indirect_additives,"ALCOHOLS(C12-13), SYNTHETIC, PRIMARY",FATTY ALCOHOLS(C12-13),,977063-82-3,977063-82-3,"ALCOHOLS(C12-13), SYNTHETIC, PRIMARY",,,,,,,178.3910,,,,,,,,,,,,,,,,,,,,,,,FATTY ALCOHOLS(C12-13),ALCOHOLS(C12-13),,,,,,,,,,,,,,,,,,
indirect_additives,"ALCOHOLS(C12-15), SYNTHETIC, PRIMARY",FATTY ALCOHOLS(C12-15),,977063-83-4,977063-83-4,"ALCOHOLS(C12-15), SYNTHETIC, PRIMARY",,,,,,,178.3910,,,,,,,,,,,,,,,,,,,,,,,FATTY ALCOHOLS(C12-15),ALCOHOLS(C12-15),C12-15 ALCOHOLS,C12-15 FATTY ALCOHOLS,,,,,,,,,,,,,,,,
indirect_additives,"ALGINATE, AMMONIUM",AMMONIUM ALGINATE,,9005-34-9,9005-34-9,"ALGINATE, AMMONIUM",,,,,,,173.310,178.3900,184.1133,,,,,,,,,,,,,,,,,,,,,AMMONIUM ALGINATE,"ALGINIC ACID, AMMONIUM SALT",,,,,,,,,,,,,,,,,,
indirect_additives,ALKANOLAMIDE OF COCONUT OIL FATTY ACIDS AND DIETHANOLAMINE,COCOYL DIETHANOLAMIDE,,68603-42-9,68603-42-9,ALKANOLAMIDE OF COCONUT OIL FATTY ACIDS AND DIETHANOLAMINE,,,,,,,173.322,176.180,176.210,177.2800,,,,,,,,,,,,,,,,,,,,COCOYL DIETHANOLAMIDE,ALKANOLAMIDE OF COCONUT OIL FATTY ACIDS AND DIETHANOLAMINE,"AMIDES, COCO, N,N-BIS(HYDROXYETHYL)",COCONUT FATTY ACID DIETHANOLAMINE CONDENSATE,COCONUT OIL FATTY ACIDS DIETHANOLAMIDE,COCONUT OIL DIETHANOLAMIDE,"DIETHANOLAMINE, COCONUT FATTY ACIDS CONDENSATE","N,N-BIS(HYDROXYETHYL)COCO AMIDE",,,,,,,,,,,,
indirect_additives,(2-ALKENYL(C15-21))SUCCINIC ANHYDRIDE,(2-ALKENYL(C15-21))SUCCINIC ANHYDRIDE,,68784-12-3,68784-12-3,(2-ALKENYL(C15-21))SUCCINIC ANHYDRIDE,,,,,,,176.170,,,,,,,,,,,,,,,,,,,,,,,(2-ALKENYL(C15-21))SUCCINIC ANHYDRIDE,"ALKENYLSUCCINIC ANHYDRIDE, C15-20","(2-ALKENYL)SUCCINIC ANHYDRIDE, C15-21",C15-21 (2-ALKENYL)SUCCINIC ANHYDRIDE,"DIHYDRO-2,5-FURANDIONE, MONO-C15-20-ALKENYL DERIVATIVES","MONO-C15-20-ALKENYL DERIVATIVES OF DIHYDRO-2,5-FURANDIONE",2-ALKENYL(C15-21)SUCCINIC ANHYDRIDE,"2,5-FURANDIONE, DIHYDRO-, MONO-C15-20-ALKENYL DERIVS.",,,,,,,,,,,,
indirect_additives,(2-ALKENYL(C30-53))SUCCINIC ANHYDRIDE,(2-ALKENYL(C30-53))SUCCINIC ANHYDRIDE,,70983-55-0,70983-55-0,(2-ALKENYL(C30-53))SUCCINIC ANHYDRIDE,,,,,,,175.105,176.180,,,,,,,,,,,,,,,,,,,,,,(2-ALKENYL(C30-53))SUCCINIC ANHYDRIDE,"(2-ALKENYL)SUCCINIC ANHYDRIDE, C30-53",C30-53 (2-ALKENYL)SUCCINIC ANHYDRIDE,"MONOALKENYL(C30-53)-2,5-FURANDIONE","2,5-FURANDIONE, DIHYDRO-, MONO-C30-53-2-ALKENYL DERIVS.",2-ALKENYL(C30-53)SUCCINIC ANHYDRIDE,,,,,,,,,,,,,,
indirect_additives,ALKENYL(C16-18)DIMETHYLETHYL-AMMONIUM BROMIDE,ALKENYL(C16-18)ETHYLDIMETHYLAMMONIUM BROMIDE,,977044-01-1,977044-01-1,ALKENYL(C16-18)DIMETHYLETHYL-AMMONIUM BROMIDE,,,,,,,176.300,,,,,,,,,,,,,,,,,,,,,,,ALKENYL(C16-18)ETHYLDIMETHYLAMMONIUM BROMIDE,ALKENYL(C16-18)DIMETHYLETHYLAMMONIUM BROMIDE,C16-18 ALKENYLETHYLDIMETHYLAMMONIUM BROMIDE,,,,,,,,,,,,,,,,,
indirect_additives,"ALKOXY(C10-16)-2,3-EPOXYPROPANE","ALKOXY(C10-16)-2,3-EPOXYPROPANE",,977074-52-4,977074-52-4,"ALKOXY(C10-16)-2,3-EPOXYPROPANE",,,,,,,175.300,177.1390,177.1650,,,,,,,,,,,,,,,,,,,,,"ALKOXY(C10-16)-2,3-EPOXYPROPANE",ALKYL(C10-16) GLYCIDYL ETHER,"ALKYL GLYCIDYL ETHYL, C10-16",,,,,,,,,,,,,,,,,
indirect_additives,"ALKYL(C8-18) ACETATE, WITH EVEN NUMBER OF CARBON ATOMS",ALKYL(C8-18) ACETATE,,977098-20-6,977098-20-6,"ALKYL(C8-18) ACETATE, WITH EVEN NUMBER OF CARBON ATOMS",,,,,,,178.3910,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C8-18) ACETATE,C8-18 ALKYL ACETATE,FATTY ALCOHOL(C8-10) ACETATE,ACETATE ESTER OF SYNTHETIC STRAIGHT CHAIN ALCOHOL C8-18,,,,,,,,,,,,,,,,
indirect_additives,"ALKYL AMINE ISOOCTYL PHOSPHATE, C12-14","ALKYL AMINE ISOOCTYL PHOSPHATE, C11-14",,68187-67-7,68187-67-7,"ALKYL AMINE ISOOCTYL PHOSPHATE, C12-14",,,,,,,178.3570,,,,,,,,,,,,,,,,,,,,,,,"ALKYL AMINE ISOOCTYL PHOSPHATE, C11-14",ALKYL(C11-14)AMINE ISOOCTYL PHOSPHATE,"AMINES, C12-14-ALKYL, ISOOCTYL PHOSPHATES",C11-14 ALKYL AMINE ISOOCTYL PHOSPHATE,,,,,,,,,,,,,,,,
indirect_additives,1-ALKYL(C6-18)AMINO-3-AMINOPROPANE MONOACETATE,1-ALKYL(C6-18)AMINO-3-AMINOPROPANE MONOACETATE,,977037-51-6,977037-51-6,1-ALKYL(C6-18)AMINO-3-AMINOPROPANE MONOACETATE,,,,,,,175.105,181.30,,,,,,,,,,,,,,,,,,,,,,1-ALKYL(C6-18)AMINO-3-AMINOPROPANE MONOACETATE,N-ALKYL(C6-18)TRIMETHYLENEDIAMINE ACETATE,,,,,,,,,,,,,,,,,,
indirect_additives,ALKYL(C12-14)DIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE,ALKYL(C12-14)DIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE,,85409-23-0,85409-23-0,ALKYL(C12-14)DIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE,,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C12-14)DIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE,"ALKYLDIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE, C12-14",C12-14 ALKYL((ETHYLPHENYL)METHYL)DIMETHYLAMMONIUM CHLORIDE,C12-14 ALKYL(ETHYLBENZYL)DIMETHYLAMMONIUM CHLORIDE,"QUATERNARY AMMONIUM COMPOUNDS, C12-14-ALKYL((ETHYLPHENYL)METHYL)DIMETHYL, CHLORIDES",,,,,,,,,,,,,,,
indirect_additives,ALKYL(C7-12)BENZENE,ALKYL(C7-12)BENZENE,,977162-92-7,977162-92-7,ALKYL(C7-12)BENZENE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C7-12)BENZENE,C7-12 ALKYLBENZENE,,,,,,,,,,,,,,,,,,
indirect_additives,"ALKYL(C9-11) BENZOATE, BRANCHED","ALKYL(C9-11) BENZOATE, BRANCHED",,131298-44-7,131298-44-7,"ALKYL(C9-11) BENZOATE, BRANCHED",,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,"ALKYL(C9-11) BENZOATE, BRANCHED","BENZOIC ACID, C9-11-BRANCHED ALKYL ESTERS","C9-11 ALKYL BENZOATE, BRANCHED","ISODECYL BENZOATE, C9-11 MIXTURE",,,,,,,,,,,,,,,,
indirect_additives,"N-n-ALKYL(C14-C18)-N'-(CARBOXYMETHYL)-N,N'-TRIMETHYLENEDIGLYCINE","N-ALKYL(C14-18)-1,3-PROPANEDIAMINE-N,N',N'-TRIACETIC ACID",,977137-54-4,977137-54-4,"N-n-ALKYL(C14-C18)-N'-(CARBOXYMETHYL)-N,N'-TRIMETHYLENEDIGLYCINE",,,,,,,178.2010,,,,,,,,,,,,,,,,,,,,,,,"N-ALKYL(C14-18)-1,3-PROPANEDIAMINE-N,N',N'-TRIACETIC ACID","N-ALKYL(C14-18)-N'-(CARBOXYMETHYL)-N,N'-TRIMETHYLENEDIGLYCINE","N,N',N'-TRICARBOXYMETHYL-N-ALKYL(C14-18)-1,3-PROPANEDIAMINE","N-ALKYL-1,3-PROPYLENEDIAMINE-N,N',N'-TRIACETIC ACID, C14-18",,,,,,,,,,,,,,,,
indirect_additives,ALPHA-ALKYL(C11-C15)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (18 MOLES ETHYLENE OXIDE),PEG-9-13 ALKYL(C11-15) ETHER,,977131-65-9,977131-65-9,ALPHA-ALKYL(C11-C15)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (18 MOLES ETHYLENE OXIDE),,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,PEG-9-13 ALKYL(C11-15) ETHER,ALPHA-ALKYL(C11-15)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (9-13 MOLES ETHYLENE OXIDE),,,,,,,,,,,,,,,,,,
indirect_additives,ALPHA-ALKYL(C16-C18)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (18 MOLES ETHYLENE OXIDE),PEG-18 ALKYL(C16-18) ETHER,,977098-36-4,977098-36-4,ALPHA-ALKYL(C16-C18)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (18 MOLES ETHYLENE OXIDE),,,,,,,178.3400,,,,,,,,,,,,,,,,,,,,,,,PEG-18 ALKYL(C16-18) ETHER,ALPHA-ALKYL(C16-18)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (18 MOLES),PEG-18 C16-18 ALKYL ETHER,PEG-18 CETOSTEARYL ETHER,,,,,,,,,,,,,,,,
indirect_additives,ALPHA-ALKYL(C10-C14)-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),PEG/PPG ALKYL(C10-14) ETHER,,977044-88-4,977044-88-4,ALPHA-ALKYL(C10-C14)-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,PEG/PPG ALKYL(C10-14) ETHER,ALPHA-ALKYL(C10-14)-OMEGA-HYDROXYPOLY(OXYETHYLENE)POLY(OXYPROPYLENE),"C10-14 ALCOHOLS, ETHOXYLATED PROPOXYLATED",C10-14 PEG/PPG ALKYL ETHER,ETHOXYLATED PROPOXYLATED ALCOHOLS(C10-14),"PEG/PPG ALKYL ETHER, C10-14",PEG/PPG C10-14 ALCOHOLS,POLYETHYLENE-POLYPROPYLENE GLYCOL ALKYL(C10-14) ETHER,,,,,,,,,,,,
indirect_additives,ALPHA-ALKYL(C12-C18)-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),PEG/PPG ALKYL(C12-18) ETHER,,69227-21-0,69227-21-0,ALPHA-ALKYL(C12-C18)-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,PEG/PPG ALKYL(C12-18) ETHER,"ALCOHOLS, C12-18, ETHOXYLATED PROPOXYLATED",ALPHA-ALKYL(C12-18)-OMEGA-HYDROXYPOLY(OXYETHYLENE)POLY(OXYPROPYLENE),ETHOXYLATED PROPOXYLATED ALCOHOLS(C12-18),"C12-18 ALCOHOLS, ETHOXYLATED PROPOXYLATED",C12-18 PEG/PPG ALKYL ETHER,POLYETHYLENE-POLYPROPYLENE GLYCOL ALKYL(C12-18) ETHER,PEG/PPG C12-18 ALCOHOLS,"PEG/PPG ALKYL ETHER, C12-18",,,,,,,,,,,
indirect_additives,ALKYL(C10-20)DIMETHYLBENZYLAMMONIUM CHLORIDE,ALKYL(C10-20)DIMETHYLBENZYLAMMONIUM CHLORIDE,,977182-67-4,977182-67-4,ALKYL(C10-20)DIMETHYLBENZYLAMMONIUM CHLORIDE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C10-20)DIMETHYLBENZYLAMMONIUM CHLORIDE,,,,,,,,,,,,,,,,,,,
indirect_additives,ALKYL(C12-16)DIMETHYLBENZYLAMMONIUM CHLORIDE,ALKYL(C12-16)DIMETHYLBENZYLAMMONIUM CHLORIDE,,68424-85-1,68424-85-1,ALKYL(C12-16)DIMETHYLBENZYLAMMONIUM CHLORIDE,,,,,,,176.300,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C12-16)DIMETHYLBENZYLAMMONIUM CHLORIDE,"ALKYLDIMETHYLBENZYLAMMONIUM CHLORIDE, C12-16",ALKYL(C12-16)BENZYLDIMETHYLAMMONIUM CHLORIDE,C12-16 ALKYLDIMETHYLBENZYLAMMONIUM CHLORIDE,"QUATERNARY AMMONIUM COMPOUNDS, BENZYL-C12-16-ALKYLDIMETHYL, CHLORIDES",,,,,,,,,,,,,,,
indirect_additives,ALKYL(C12-18)DIMETHYLBENZYLAMMONIUM CHLORIDE,alkyl(C12-18)dimethylbenzylammonium chloride,,68391-01-5,68391-01-5,ALKYL(C12-18)DIMETHYLBENZYLAMMONIUM CHLORIDE,,,,,,,176.300,178.1010,,,,,,,,,,,,,,,,,,,,,,alkyl(C12-18)dimethylbenzylammonium chloride,alkyl(C12-18)benzyldimethylammonium chloride,"alkyldimethylbenzylammonium chloride, C12-18",C12-18 alkyldimethylbenzylammonium chloride,"quaternary ammonium compounds, benzyl-C12-18-alkyldimethyl, chlorides",,,,,,,,,,,,,,,
indirect_additives,N-ALKYL(C12-C18)DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,ALKYL(C12-18)DIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE,,68956-79-6,68956-79-6,N-ALKYL(C12-C18)DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C12-18)DIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE,"ALKYLDIMETHYL(ETHYLBENZYL)AMMONIUM CHLORIDE, C12-18",C12-18 ALKYL((ETHYLPHENYL)METHYL)DIMETHYLAMMONIUM CHLORIDE,C12-18 ALKYL(ETHYBENZYL)DIMETHYLAMMONIUM CHLORIDE,"QUATERNARY AMMONIUM COMPOUNDS, C12-18-ALKYL((ETHYLPHENYL)METHYL)DIMETHYLAMMONIUM CHLORIDES",,,,,,,,,,,,,,,
indirect_additives,ALKYLKETENE DIMER,ALKYLKETENE DIMER,,977032-97-5,977032-97-5,ALKYLKETENE DIMER,,,,,,,175.105,176.120,177.1200,,,,,,,,,,,,,,,,,,,,,ALKYLKETENE DIMER,ALKYL KETENE DIMER,,,,,,,,,,,,,,,,,,
indirect_additives,C10-16 ALKYL MERCAPTOACETATES REACTION PRODUCTS WITH DICHLORODIOCTYLSTANNANE AND TRICHLOROOCTYLSTANNANE,ALKYL(C10-16) THIOGLYCOLATE-DIOCTYLTIN DICHLORIDE-OCTYLTIN TRICHLORIDE REACTION PRODUCT,,83447-69-2,83447-69-2,C10-16 ALKYL MERCAPTOACETATES REACTION PRODUCTS WITH DICHLORODIOCTYLSTANNANE AND TRICHLOROOCTYLSTANNANE,,,,,,,178.2650,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C10-16) THIOGLYCOLATE-DIOCTYLTIN DICHLORIDE-OCTYLTIN TRICHLORIDE REACTION PRODUCT,"ACETIC ACID, MERCAPTO-, C10-16-ALKYL ESTERS, REACTION PRODUCTS WITH DICHLORODIOCTYLSTANNANE AND TRICHLOROOCTYLSTANNANE",C10-16 ALKYL MERCAPTOACETATE REACTION PRODUCTS WITH DICHLORODIOCTYLSTANNANE AND TRICHLOROOCTYLSTANNANE,,,,,,,,,,,,,,,,,
indirect_additives,"ALKYL METHACRYLATE POLYMER, C12, C14, C16, C18",POLY(ALKYL(C12-18) METHACRYLATE),,977095-47-8,977095-47-8,"ALKYL METHACRYLATE POLYMER, C12, C14, C16, C18",,,,,,,178.3710,,,,,,,,,,,,,,,,,,,,,,,POLY(ALKYL(C12-18) METHACRYLATE),"ALKYL METHACRYLATE POLYMER, C12-18",ALKYL(C12-18) METHACRYLATE POLYMER,C12-18 ALKYL METHACRYLATE POLYMER,,,,,,,,,,,,,,,,
indirect_additives,"ALKYL (C10-C18) MONO- AND DISULFONIC ACIDS, SODIUM SALTS",SODIUM ALKANE(C10-18)MONO- AND DISULFONATE,,977180-90-7,977180-90-7,"ALKYL (C10-C18) MONO- AND DISULFONIC ACIDS, SODIUM SALTS",,,,,,,176.170,176.180,178.3130,178.3400,,,,,,,,,,,,,,,,,,,,SODIUM ALKANE(C10-18)MONO- AND DISULFONATE,SODIUM ALKYL(C10-18) MONO- AND DISULFONATE,,,,,,,,,,,,,,,,,,
indirect_additives,ALKYL(C7-12)NAPHTHALENE,ALKYL(C7-12)NAPHTHALENE,,977173-08-2,977173-08-2,ALKYL(C7-12)NAPHTHALENE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,ALKYL(C7-12)NAPHTHALENE,,,,,,,,,,,,,,,,,,,
indirect_additives,ALKYL(C4/C8)PHENOL,ALKYL(C4/C8)PHENOL,,977138-86-5,977138-86-5,ALKYL(C4/C8)PHENOL,,,,,,,175.105,177.2600,,,,,,,,,,,,,,,,,,,,,,ALKYL(C4/C8)PHENOL,C4/C8 ALKYLPHENOL,"PHENOL, ALKYLATED(C4 AND/OR C8)",ALKYLATED (C4 AND/OR C8) PHENOL,,,,,,,,,,,,,,,,
indirect_additives,"ALLYL ETHER OF MONO-, DI-, OR TRIMETHYLOL PHENOL AND CAPRYL ALCOHOL CONDENSATE","ALLYL MONO-, DI- AND TRIMETHYLOLPHENOL ETHER-2-OCTANOL CONDENSATE",,977183-66-6,977183-66-6,"ALLYL ETHER OF MONO-, DI-, OR TRIMETHYLOL PHENOL AND CAPRYL ALCOHOL CONDENSATE",,,,,,,175.380,,,,,,,,,,,,,,,,,,,,,,,"ALLYL MONO-, DI- AND TRIMETHYLOLPHENOL ETHER-2-OCTANOL CONDENSATE","ALLYL MONO-, DI- AND TRIMETHYLOLPHENOL ETHER-CAPRYL ALCOHOL CONDENSATE",,,,,,,,,,,,,,,,,,
indirect_additives,ALLYL GLYCIDYL ETHER,ALLYL GLYCIDYL ETHER,,106-92-3,106-92-3,ALLYL GLYCIDYL ETHER,,,,,,,177.2280,,,,,,,,,,,,,,,,,,,,,,,ALLYL GLYCIDYL ETHER,GLYCIDYL ALLYL ETHER,GLYCIDYL 2-PROPENYL ETHER,"ALLYL 2,3-EPOXYPROPYL ETHER","OXIRANE, ((2-PROPENYLOXY)METHYL)-",((2-PROPENYLOXY)METHYL)OXIRANE,"PROPANE, 1-(ALLYLOXY)-2,3-EPOXY-","1-(ALLYLOXY)-2,3-EPOXYPROPANE","oxirane, 2-((2-propen-1-yloxy)methyl)-",2-((2-propen-1yloxy)methyl)oxirane,,,,,,,,,,
indirect_additives,ALLYL METHACRYLATE,ALLYL METHACRYLATE,,96-05-9,96-05-9,ALLYL METHACRYLATE,,,,,,,175.105,177.1010,,,,,,,,,,,,,,,,,,,,,,ALLYL METHACRYLATE,2-PROPENYL 2-METHYL-2-PROPENOATE,"2-PROPENOIC ACID, 2-METHYL-, 2-PROPENYL ESTER","METHACRYLIC ACID, ALLYL ESTER",,,,,,,,,,,,,,,,
indirect_additives,ALLYL SUCROSE,ALLYL SUCROSE,,68784-14-5,68784-14-5,ALLYL SUCROSE,,,,,,,177.2260,,,,,,,,,,,,,,,,,,,,,,,ALLYL SUCROSE,sucrose allyl ether,"alpha-D-glucopyranoside, beta-D-fructofuranosyl, allyl ethers",,,,,,,,,,,,,,,,,
indirect_additives,"2ALPHA,6ALPHA-BIS(6-HYDROXY-M-TOLYL)MESITOL","ALPHA2,ALPHA6-BIS(6-HYDROXY-M-TOLYL)MESITOL",,1620-68-4,1620-68-4,"2ALPHA,6ALPHA-BIS(6-HYDROXY-M-TOLYL)MESITOL",,,,,,,177.1580,,,,,,,,,,,,,,,,,,,,,,,"ALPHA2,ALPHA6-BIS(6-HYDROXY-M-TOLYL)MESITOL","BIS(6-HYDROXY-M-TOLYL)MESITOL, ALPHA2,ALPHA6-","MESITOL, ALPHA2,ALPHA6-BIS(6-HYDROXY-M-TOLYL)-","PHENOL, 2,6-BIS((2-HYDROXY-5-METHYLPHENYL)METHYL)-4-METHYL-","2,6-BIS((2-HYDROXY-5-METHYLPHENYL)METHYL)-4-METHYLPHENOL","2,6-BIS(2-HYDROXY-5-METHYLBENZYL)-4-METHYLPHENOL",,,,,,,,,,,,,,
indirect_additives,"ALPHA, ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-O-PHENYLENE))BIS(OMEGA-HYDROXYPOLY(OXYETHYLENE)) HAVING 6-7.5 MOLES OF ETHYLENE OXIDE PER HYDROXYL GROUP","2,2'-METHYLENEBIS(OCTOXYNOL 6)",,977100-87-0,977100-87-0,"ALPHA, ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-O-PHENYLENE))BIS(OMEGA-HYDROXYPOLY(OXYETHYLENE)) HAVING 6-7.5 MOLES OF ETHYLENE OXIDE PER HYDROXYL GROUP",,,,,,,176.210,176.300,,,,,,,,,,,,,,,,,,,,,,"2,2'-METHYLENEBIS(OCTOXYNOL 6)","ALPHA,ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-O-PHENYLENE))BIS(OMEGA-HYDROXYPOLY(OXYETHYLENE)) (6-7.5 MOLES EO)","ALPHA,ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-1,2-PHENYLENE))BIS(OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL))","POLYOXYETHYLENE (6) 2,2'-METHYLENEBIS(4-TERT-OCTYLPHENOL)","PEG-6 2,2'-METHYLENEBIS(4-TERT-OCTYL PHENYL) ETHER","POLYETHYLENE GLYCOL (6) METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-O-PHENYLENE) ETHER",,,,,,,,,,,,,,
indirect_additives,ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYPROPYLENE),PPG BUTYL ETHER,,9003-13-8,9003-13-8,ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYPROPYLENE),,,,,,,176.210,178.3910,,,,,,,,,,,,,,,,,,,,,,PPG BUTYL ETHER,BUTOXYPOLYPROPYLENE GLYCOL,POLYOXYPROPYLENE BUTYL ETHER,"POLY(OXY(METHYL-1,2-ETHANEDIYL)), ALPHA-BUTYL-OMEGA-HYDROXY-","ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXY(METHYL-1,2-ETHANEDIYL))",ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYPROPYLENE),,,,,,,,,,,,,,
