_inventory,_substance,_other_names,_use,_cas,CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
food_substances,(+/-)-1-ACETOXY-1-ETHOXYETHANE,"&diams; 1-ETHOXYETHYL ACETATE; &diams; ACETIC ACID, 1-ETHOXYETHYL ESTER; &diams; 1-ETHOXY-1-ETHYL ACETATE; &diams; 1-acetoxy-1-ethoxyethane; &diams; InChI=1S/C6H12O3/c1-4-8-6(3)9-5(2)7/h6H,4H2,1-3H3; &diams; InChIKey: FAIARWOGQAQTPS-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,1608-72-6,1608-72-6,(+/-)-1-ACETOXY-1-ETHOXYETHANE,"&diams; 1-ETHOXYETHYL ACETATE; &diams; ACETIC ACID, 1-ETHOXYETHYL ESTER; &diams; 1-ETHOXY-1-ETHYL ACETATE; &diams; 1-acetoxy-1-ethoxyethane; &diams; InChI=1S/C6H12O3/c1-4-8-6(3)9-5(2)7/h6H,4H2,1-3H3; &diams; InChIKey: FAIARWOGQAQTPS-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069,22,,,1726
food_substances,4-(P-ACETOXYPHENYL)-2-BUTANONE,"&diams; 4-(P-HYDROXYPHENYL)-2-BUTANONE ACETATE; &diams; 2-BUTANONE, 4-(4-(ACETYLOXY)PHENYL)-; &diams; 2-BUTANONE, 4-(P-HYDROXYPHENYL)-, ACETATE; &diams; 4-(P-ACETOXYPHENYL)-2-BUTANONE; &diams; 4-(4-ACETYLOXYPHENYL)-2-BUTANONE",FLAVORING AGENT OR ADJUVANT,3572-06-3,3572-06-3,4-(P-ACETOXYPHENYL)-2-BUTANONE,"&diams; 4-(P-HYDROXYPHENYL)-2-BUTANONE ACETATE; &diams; 2-BUTANONE, 4-(4-(ACETYLOXY)PHENYL)-; &diams; 2-BUTANONE, 4-(P-HYDROXYPHENYL)-, ACETATE; &diams; 4-(P-ACETOXYPHENYL)-2-BUTANONE; &diams; 4-(4-ACETYLOXYPHENYL)-2-BUTANONE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,13,,,731
food_substances,"5-ACETYL-2,3-DIHYDRO-1,4-THIAZINE","&diams; 5-ACETYL-2,3-DIHYDRO-1,4-THIAZINE; &diams; ethanone, 1-(3,4-dihydro-2H-1,4-thiazin-5-yl)-; &diams; 1-(3,4-dihydro-2H-1,4-thiazin-5-yl)ethanone; &diams; InChI=1S/C6H9NOS/c1-5(8)6-4-9-3-2-7-6/h4,7H,2-3H2,1H3; &diams; InChIKey: YJSKAAVPUSXIPL-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,164524-93-0,164524-93-0,"5-ACETYL-2,3-DIHYDRO-1,4-THIAZINE","&diams; 5-ACETYL-2,3-DIHYDRO-1,4-THIAZINE; &diams; ethanone, 1-(3,4-dihydro-2H-1,4-thiazin-5-yl)-; &diams; 1-(3,4-dihydro-2H-1,4-thiazin-5-yl)ethanone; &diams; InChI=1S/C6H9NOS/c1-5(8)6-4-9-3-2-7-6/h4,7H,2-3H2,1H3; &diams; InChIKey: YJSKAAVPUSXIPL-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,23,,,1766
food_substances,"2-ACETYL-3,5-DIMETHYLFURAN","&diams; 2-ACETYL-3,5-DIMETHYLFURAN; &diams; ethanone, 1-(3,5-dimethyl-2-furanyl)-; &diams; ketone, 3,5-dimethyl-2-furyl methyl; &diams; 1-(3,5-dimethyl-2-furanyl)-ethanone; &diams; 3,5-dimethyl-2-furyl methyl ketone; &diams; ethanone, 1-(3,5-dimethyl-2-furanyl)",FLAVORING AGENT OR ADJUVANT,22940-86-9,22940-86-9,"2-ACETYL-3,5-DIMETHYLFURAN","&diams; 2-ACETYL-3,5-DIMETHYLFURAN; &diams; ethanone, 1-(3,5-dimethyl-2-furanyl)-; &diams; ketone, 3,5-dimethyl-2-furyl methyl; &diams; 1-(3,5-dimethyl-2-furanyl)-ethanone; &diams; 3,5-dimethyl-2-furyl methyl ketone; &diams; ethanone, 1-(3,5-dimethyl-2-furanyl)",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071,22,,,1505
food_substances,"3-ACETYL-2,5-DIMETHYLFURAN","&diams; 3-ACETYL-2,5-DIMETHYLFURAN; &diams; ETHANONE, 1-(2,5-DIMETHYL-3-FURANYL)-; &diams; KETONE, 2,5-DIMETHYL-3-FURYL METHYL; &diams; 2,5-DIMETHYL-3-ACETYLFURAN; &diams; 1-(2,5-DIMETHYL-3-FURANYL)ETHANONE; &diams; 2,5-DIMETHYL-3-FURYL METHYL KETONE",FLAVORING AGENT OR ADJUVANT,10599-70-9,10599-70-9,"3-ACETYL-2,5-DIMETHYLFURAN","&diams; 3-ACETYL-2,5-DIMETHYLFURAN; &diams; ETHANONE, 1-(2,5-DIMETHYL-3-FURANYL)-; &diams; KETONE, 2,5-DIMETHYL-3-FURYL METHYL; &diams; 2,5-DIMETHYL-3-ACETYLFURAN; &diams; 1-(2,5-DIMETHYL-3-FURANYL)ETHANONE; &diams; 2,5-DIMETHYL-3-FURYL METHYL KETONE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3391,7,,,1506
food_substances,"4-ACETYL-2,5-DIMETHYL-3(2H)-FURANONE","&diams; 4-ACETYL-2,5-DIMETHYL-3(2H)-FURANONE; &diams; 3(2H)-furanone, 4-acetyl-2,5-dimethyl-",FLAVORING AGENT OR ADJUVANT,36871-78-0,36871-78-0,"4-ACETYL-2,5-DIMETHYL-3(2H)-FURANONE","&diams; 4-ACETYL-2,5-DIMETHYL-3(2H)-FURANONE; &diams; 3(2H)-furanone, 4-acetyl-2,5-dimethyl-",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070,22,,,
food_substances,"2-ACETYL-3, 5(OR 6)-DIMETHYLPYRAZINE, MIXTURE OF ISOMERS","&diams; 2-ACETYL-3,5(OR 6)-DIMETHYLPYRAZINE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",977043-63-2,977043-63-2,"2-ACETYL-3, 5(OR 6)-DIMETHYLPYRAZINE, MIXTURE OF ISOMERS","&diams; 2-ACETYL-3,5(OR 6)-DIMETHYLPYRAZINE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3327,6,25,,786
food_substances,2-ACETYL-3-ETHYLPYRAZINE,"&diams; 2-ACETYL-3-ETHYLPYRAZINE; &diams; ETHANONE, 1-(3-ETHYLPYRAZINYL)-; &diams; 2-ACETYL-3-ETHYL-1,4-DIAZINE; &diams; 1-(3-ETHYLPYRAZINYL)ETHANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",32974-92-8,32974-92-8,2-ACETYL-3-ETHYLPYRAZINE,"&diams; 2-ACETYL-3-ETHYLPYRAZINE; &diams; ETHANONE, 1-(3-ETHYLPYRAZINYL)-; &diams; 2-ACETYL-3-ETHYL-1,4-DIAZINE; &diams; 1-(3-ETHYLPYRAZINYL)ETHANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,5,,,785
food_substances,2-ACETYL-4-ISOPROPENYLPYRIDINE,"&diams; 2-ACETYL-4-ISPROPENYLPYRIDINE; &diams; ethanone, 1-(4-(1-methylethenyl)-2-pyridinyl)-; &diams; 1-(4-(1-methylethenyl)-2-pyridinyl)ethanone; &diams; 2-acetyl-4-(1-methylethenyl)pyridine",FLAVORING AGENT OR ADJUVANT,142896-11-5,142896-11-5,2-ACETYL-4-ISOPROPENYLPYRIDINE,"&diams; 2-ACETYL-4-ISPROPENYLPYRIDINE; &diams; ethanone, 1-(4-(1-methylethenyl)-2-pyridinyl)-; &diams; 1-(4-(1-methylethenyl)-2-pyridinyl)ethanone; &diams; 2-acetyl-4-(1-methylethenyl)pyridine",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4636,24,,,2153
food_substances,4-ACETYL-2-ISOPROPENYLPYRIDINE,"&diams; 4-ACETYL-2-ISOPROPENYLPYRIDINE; &diams; ethanone, 1-(2-(1-methylethenyl)-4-pyridinyl)-; &diams; 1-(2-(1-mehtyethenyl)-4-pyridinyl)ethanone; &diams; 4-acetyl-2-(1-methylethenyl)pyridine",FLAVORING AGENT OR ADJUVANT,142896-12-6,142896-12-6,4-ACETYL-2-ISOPROPENYLPYRIDINE,"&diams; 4-ACETYL-2-ISOPROPENYLPYRIDINE; &diams; ethanone, 1-(2-(1-methylethenyl)-4-pyridinyl)-; &diams; 1-(2-(1-mehtyethenyl)-4-pyridinyl)ethanone; &diams; 4-acetyl-2-(1-methylethenyl)pyridine",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637,24,,,2154
food_substances,2-ACETYL-4-ISOPROPYLPYRIDINE,"&diams; 2-ACETYL-4-ISOPROPYLPYRIDINE; &diams; ethanone, 1-(4-(1-methylethyl)-2-pyridinyl)-; &diams; 1-(4-(1-methylethyl)-2-pyridinyl)ethanone; &diams; 2-acetyl-4-(1-methylethyl)pyridine",FLAVORING AGENT OR ADJUVANT,142896-09-1,142896-09-1,2-ACETYL-4-ISOPROPYLPYRIDINE,"&diams; 2-ACETYL-4-ISOPROPYLPYRIDINE; &diams; ethanone, 1-(4-(1-methylethyl)-2-pyridinyl)-; &diams; 1-(4-(1-methylethyl)-2-pyridinyl)ethanone; &diams; 2-acetyl-4-(1-methylethyl)pyridine",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4638,24,,,2155
food_substances,3-ACETYLMERCAPTOHEXYL ACETATE,"&diams; 3-ACETYLMERCAPTOHEXYL ACETATE; &diams; ETHANETHIOIC ACID, S-(1-(2-(ACETYLOXY)ETHYL)BUTYL) ESTER; &diams; S-(1-(2-(ACETYLOXY)ETHYL)BUTYL) ETHANETHIOATE; &diams; 3-ACETYLTHIOHEXYL ACETATE; &diams; 3-ACETYLTHIOHEXYL ETHANOATE",FLAVORING AGENT OR ADJUVANT,136954-25-1,136954-25-1,3-ACETYLMERCAPTOHEXYL ACETATE,"&diams; 3-ACETYLMERCAPTOHEXYL ACETATE; &diams; ETHANETHIOIC ACID, S-(1-(2-(ACETYLOXY)ETHYL)BUTYL) ESTER; &diams; S-(1-(2-(ACETYLOXY)ETHYL)BUTYL) ETHANETHIOATE; &diams; 3-ACETYLTHIOHEXYL ACETATE; &diams; 3-ACETYLTHIOHEXYL ETHANOATE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816,18,,,494
food_substances,N-ACETYL-L-METHIONINE,"&diams; N-ACETYL-L-METHIONINE; &diams; ACETYLMETHIONINE; &diams; L-METHIONINE, N-ACETYL-; &diams; METHIONINE, N-ACETYL-, L-; &diams; N-ACETYLMETHIONINE; &diams; N-ACETYLMETHIONINE, L-",NUTRIENT SUPPLEMENT,65-82-7,65-82-7,N-ACETYL-L-METHIONINE,"&diams; N-ACETYL-L-METHIONINE; &diams; ACETYLMETHIONINE; &diams; L-METHIONINE, N-ACETYL-; &diams; METHIONINE, N-ACETYL-, L-; &diams; N-ACETYLMETHIONINE; &diams; N-ACETYLMETHIONINE, L-",NUTRIENT SUPPLEMENT,,,,,,,172.372,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ACETYL METHYL CARBINYL ACETATE,"&diams; ACETOIN ACETATE; &diams; ACETYL METHYL CARBINYL ACETATE; &diams; 3-(ACETYLOXY)-2-BUTANONE; &diams; 3-HYDROXY-2-BUTANONE ACETATE; &diams; 2-ACETOXY-3-BUTANONE; &diams; 2-BUTANON-3-YL ACETATE; &diams; 2-BUTANONE, 3-(ACETYLOXY)-; &diams; 2-BUTANONE, 3-HYDROXY-, ACETATE",FLAVORING AGENT OR ADJUVANT,4906-24-5,4906-24-5,ACETYL METHYL CARBINYL ACETATE,"&diams; ACETOIN ACETATE; &diams; ACETYL METHYL CARBINYL ACETATE; &diams; 3-(ACETYLOXY)-2-BUTANONE; &diams; 3-HYDROXY-2-BUTANONE ACETATE; &diams; 2-ACETOXY-3-BUTANONE; &diams; 2-BUTANON-3-YL ACETATE; &diams; 2-BUTANONE, 3-(ACETYLOXY)-; &diams; 2-BUTANONE, 3-HYDROXY-, ACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526,11,,,406
food_substances,2-ACETYL-5-METHYLFURAN,"&diams; 2-ACETYL-5-METHYLFURAN; &diams; ETHANONE, 1-(5-METHYL-2-FURANYL)-; &diams; METHYL 5-METHYL-2-FURYL KETONE; &diams; KETONE, METHYL 5-METHYL-2-FURYL; &diams; 1-(5-METHYL-2-FURYL)ETHANONE; &diams; 1-(5-METHYL-2-FURANYL)ETHANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",1193-79-9,1193-79-9,2-ACETYL-5-METHYLFURAN,"&diams; 2-ACETYL-5-METHYLFURAN; &diams; ETHANONE, 1-(5-METHYL-2-FURANYL)-; &diams; METHYL 5-METHYL-2-FURYL KETONE; &diams; KETONE, METHYL 5-METHYL-2-FURYL; &diams; 1-(5-METHYL-2-FURYL)ETHANONE; &diams; 1-(5-METHYL-2-FURANYL)ETHANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609,12,25,,1504
food_substances,2-ACETYL-3-METHYLPYRAZINE,"&diams; 2-ACETYL-3-METHYLPYRAZINE; &diams; ETHANONE, 1-(3-METHYLPYRAZINYL)-; &diams; KETONE, METHYL 3-METHYLPYRAZINYL; &diams; METHYL 3-METHYLPYRAZINYL KETONE; &diams; 1-(3-METHYLPYRAZINYL)ETHAN-1-ONE; &diams; 2-METHYL-3-ACETYLPYRAZINE; &diams; 3-ACETYL-2-METHYLPYRAZINE",FLAVORING AGENT OR ADJUVANT,23787-80-6,23787-80-6,2-ACETYL-3-METHYLPYRAZINE,"&diams; 2-ACETYL-3-METHYLPYRAZINE; &diams; ETHANONE, 1-(3-METHYLPYRAZINYL)-; &diams; KETONE, METHYL 3-METHYLPYRAZINYL; &diams; METHYL 3-METHYLPYRAZINYL KETONE; &diams; 1-(3-METHYLPYRAZINYL)ETHAN-1-ONE; &diams; 2-METHYL-3-ACETYLPYRAZINE; &diams; 3-ACETYL-2-METHYLPYRAZINE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964,20,,,950
food_substances,4-ACETYL-2-METHYLPYRIMIDINE,"&diams; 4-ACETYL-2-METHYLPYRIMIDINE; &diams; ETHANONE, 1-(2-METHYL-4-PYRIMIDINYL)-; &diams; 1-(2-METHYL-4-PYRIMIDINYL)ETHANONE",FLAVORING AGENT OR ADJUVANT,67860-38-2,67860-38-2,4-ACETYL-2-METHYLPYRIMIDINE,"&diams; 4-ACETYL-2-METHYLPYRIMIDINE; &diams; ETHANONE, 1-(2-METHYL-4-PYRIMIDINYL)-; &diams; 1-(2-METHYL-4-PYRIMIDINYL)ETHANONE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654,13,,,1565
food_substances,2-ACETYL-5-METHYLTHIOPHENE,"&diams; 2-ACETYL-5-METHYLTHIOPHENE; &diams; ethanone, 1-(5-methyl-2-thienyl)-; &diams; 1-(5-methyl-2-thienyl)ethanone; &diams; ketone, methyl 5-methyl-2-thienyl; &diams; methyl 5-methyl-2-thienyl ketone; &diams; 2-methyl-5-acetylthiopene",FLAVORING AGENT OR ADJUVANT,13679-74-8,13679-74-8,2-ACETYL-5-METHYLTHIOPHENE,"&diams; 2-ACETYL-5-METHYLTHIOPHENE; &diams; ethanone, 1-(5-methyl-2-thienyl)-; &diams; 1-(5-methyl-2-thienyl)ethanone; &diams; ketone, methyl 5-methyl-2-thienyl; &diams; methyl 5-methyl-2-thienyl ketone; &diams; 2-methyl-5-acetylthiopene",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4643,24,,,2107
food_substances,ACETYLPYRAZINE,"&diams; ACETYLPYRAZINE; &diams; METHYL PYRAZINYL KETONE; &diams; ETHANONE, 1-PYRAZINYL-; &diams; 1-PYRAZINYLETHANONE; &diams; KETONE, METHYL PYRAZINYL; &diams; 2-ACETYLPYRAZINE",FLAVORING AGENT OR ADJUVANT,22047-25-2,22047-25-2,ACETYLPYRAZINE,"&diams; ACETYLPYRAZINE; &diams; METHYL PYRAZINYL KETONE; &diams; ETHANONE, 1-PYRAZINYL-; &diams; 1-PYRAZINYLETHANONE; &diams; KETONE, METHYL PYRAZINYL; &diams; 2-ACETYLPYRAZINE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126,4,,,784
food_substances,2-ACETYLPYRIDINE,"&diams; METHYL 2-PYRIDYL KETONE; &diams; ETHANONE, 1-(2-PYRIDINYL)-; &diams; KETONE, METHYL 2-PYRIDYL; &diams; 2-ACETYLPYRIDINE; &diams; 2-ACETOPYRIDINE; &diams; 1-(2-PYRIDINYL)ETHANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",1122-62-9,1122-62-9,2-ACETYLPYRIDINE,"&diams; METHYL 2-PYRIDYL KETONE; &diams; ETHANONE, 1-(2-PYRIDINYL)-; &diams; KETONE, METHYL 2-PYRIDYL; &diams; 2-ACETYLPYRIDINE; &diams; 2-ACETOPYRIDINE; &diams; 1-(2-PYRIDINYL)ETHANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,5,25,,1309
food_substances,3-ACETYLPYRIDINE,"&diams; METHYL 3-PYRIDYL KETONE; &diams; BETA-ACETYLPYRIDINE; &diams; ETHANONE, 1-(3-PYRIDINYL)-; &diams; METHYL BETA-PYRIDYL KETONE; &diams; METHYL PYRIDYL KETONE; &diams; KETONE, METHYL 3-PYRIDYL; &diams; 3-ACETYLPYRIDINE; &diams; 1-(3-PYRIDINYL)ETHANONE; &diams; 3-ACETOPYRIDINE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",350-03-8,350-03-8,3-ACETYLPYRIDINE,"&diams; METHYL 3-PYRIDYL KETONE; &diams; BETA-ACETYLPYRIDINE; &diams; ETHANONE, 1-(3-PYRIDINYL)-; &diams; METHYL BETA-PYRIDYL KETONE; &diams; METHYL PYRIDYL KETONE; &diams; KETONE, METHYL 3-PYRIDYL; &diams; 3-ACETYLPYRIDINE; &diams; 1-(3-PYRIDINYL)ETHANONE; &diams; 3-ACETOPYRIDINE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3424,8,25,,1316
food_substances,2-ACETYL-1-PYRROLINE,"&diams; 2-ACETYL-1-PYRROLINE; &diams; 1-(3,4-dihydro-2H-pyrrol-2-yl)ethanone; &diams; ethanone, 1-(3,4-dihydro-2H-pyrrol-2-yl)-",FLAVORING AGENT OR ADJUVANT,99583-29-6,99583-29-6,2-ACETYL-1-PYRROLINE,"&diams; 2-ACETYL-1-PYRROLINE; &diams; 1-(3,4-dihydro-2H-pyrrol-2-yl)ethanone; &diams; ethanone, 1-(3,4-dihydro-2H-pyrrol-2-yl)-",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,22,,,1604
food_substances,"4-ACETYL-6-TERT-BUTYL-1,1-DIMETHYLINDANE","&diams; 4-ACETYL-6-TERT-BUTYL-1,1-DIMETHYLINDANE; &diams; ETHANONE, 1-(6-(1,1-DIMETHYLETHYL)-2,3-DIHYDRO-1,1-DIMETHYL-1H-INDEN-4-YL)-; &diams; KETONE, 6-TERT-BUTYL-1,1-DIMETHYL-4-INDANYL METHYL; &diams; 1-(6-(1,1-DIMETHYLETHYL)-2,3-DIHYDRO-1,1-DIMETHYL-1H-INDEN-4-YL)ETHANONE; &diams; 6-TERT-BUTYL-1,1-DIMETHYL-4-INDANYL METHYL KETONE",FLAVORING AGENT OR ADJUVANT,13171-00-1,13171-00-1,"4-ACETYL-6-TERT-BUTYL-1,1-DIMETHYLINDANE","&diams; 4-ACETYL-6-TERT-BUTYL-1,1-DIMETHYLINDANE; &diams; ETHANONE, 1-(6-(1,1-DIMETHYLETHYL)-2,3-DIHYDRO-1,1-DIMETHYL-1H-INDEN-4-YL)-; &diams; KETONE, 6-TERT-BUTYL-1,1-DIMETHYL-4-INDANYL METHYL; &diams; 1-(6-(1,1-DIMETHYLETHYL)-2,3-DIHYDRO-1,1-DIMETHYL-1H-INDEN-4-YL)ETHANONE; &diams; 6-TERT-BUTYL-1,1-DIMETHYL-4-INDANYL METHYL KETONE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3653,13,,,812
food_substances,2-ACETYLTHIAZOLE,"&diams; 2-ACETYLTHIAZOLE; &diams; METHYL 2-THIAZOLYL KETONE; &diams; 2-THIAZOLYL METHYL KETONE; &diams; ETHANONE, 1-(2-THIAZOLYL)-; &diams; 1-(2-THIAZOLYL)ETHANONE; &diams; KETONE, METHYL 2-THIAZOLYL; &diams; 5-ACETYLTHIAZOLE; &diams; METHYL 5-THIAZOLYL KETONE","ANTIOXIDANT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROCESSING AID,; SURFACE-FINISHING AGENT",24295-03-2,24295-03-2,2-ACETYLTHIAZOLE,"&diams; 2-ACETYLTHIAZOLE; &diams; METHYL 2-THIAZOLYL KETONE; &diams; 2-THIAZOLYL METHYL KETONE; &diams; ETHANONE, 1-(2-THIAZOLYL)-; &diams; 1-(2-THIAZOLYL)ETHANONE; &diams; KETONE, METHYL 2-THIAZOLYL; &diams; 5-ACETYLTHIAZOLE; &diams; METHYL 5-THIAZOLYL KETONE","ANTIOXIDANT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROCESSING AID,; SURFACE-FINISHING AGENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328,6,25,,1041
food_substances,2-ACETYL-2-THIAZOLINE,"&diams; 2-ACETYL-2-THIAZOLINE; &diams; ACETYLTHIAZOLINE-2; &diams; ETHANONE, 1-(4,5-DIHYDRO-2-THIAZOLYL)-; &diams; KETONE, METHYL 2-THIAZOLIN-2-YL; &diams; METHYL 2-THIAZOLIN-2-YL KETONE; &diams; 1-(4,5-DIHYDRO-2-THIAZOLYL)ETHANONE; &diams; 2-ACETYLTHIAZOLINE; &diams; 2-ACETYL-4,5-DIHYDROTRIAZOLE",FLAVORING AGENT OR ADJUVANT,29926-41-8,29926-41-8,2-ACETYL-2-THIAZOLINE,"&diams; 2-ACETYL-2-THIAZOLINE; &diams; ACETYLTHIAZOLINE-2; &diams; ETHANONE, 1-(4,5-DIHYDRO-2-THIAZOLYL)-; &diams; KETONE, METHYL 2-THIAZOLIN-2-YL; &diams; METHYL 2-THIAZOLIN-2-YL KETONE; &diams; 1-(4,5-DIHYDRO-2-THIAZOLYL)ETHANONE; &diams; 2-ACETYLTHIAZOLINE; &diams; 2-ACETYL-4,5-DIHYDROTRIAZOLE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817,18,,,1759
food_substances,3-(ACETYLTHIO)-2-METHYLFURAN,"&diams; 3-(ACETYLTHIO)-2-METHYLFURAN; &diams; ETHANETHIOIC ACID, S-(2-METHYL-3-FURANYL) ESTER",FLAVORING AGENT OR ADJUVANT,55764-25-5,55764-25-5,3-(ACETYLTHIO)-2-METHYLFURAN,"&diams; 3-(ACETYLTHIO)-2-METHYLFURAN; &diams; ETHANETHIOIC ACID, S-(2-METHYL-3-FURANYL) ESTER",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973,20,21,,1069
food_substances,ACROLEIN,&diams; ACROLEIN; &diams; ACRALDEHYDE; &diams; ACRYLIC ALDEHYDE; &diams; ALLYL ALDEHYDE; &diams; PROPENAL; &diams; 2-PROPENAL; &diams; ACRYLALDEHYDE; &diams; 2-PROPEN-1-ONE; &diams; PROP-2-ENAL,ANTIMICROBIAL AGENT,107-02-8,107-02-8,ACROLEIN,&diams; ACROLEIN; &diams; ACRALDEHYDE; &diams; ACRYLIC ALDEHYDE; &diams; ALLYL ALDEHYDE; &diams; PROPENAL; &diams; 2-PROPENAL; &diams; ACRYLALDEHYDE; &diams; 2-PROPEN-1-ONE; &diams; PROP-2-ENAL,ANTIMICROBIAL AGENT,,,,,,,172.892,176.300,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ACRYLAMIDE-ACRYLIC ACID RESIN,"&diams; POLY(ACRYLAMIDE-CO-ACRYLIC ACID); &diams; ACRYLAMIDE-ACRYLIC ACID COPOLYMER; &diams; ACRYLAMIDE-ACRYLIC ACID POLYMER; &diams; ACRYLAMIDE-ACRYLIC ACID RESIN; &diams; ACRYLIC ACID, POLYMER WITH ACRYLAMIDE; &diams; HYDROLYZED POLYACRYLAMIDE; &diams; POLYACRYLAMIDE, HYDROLYZED; &diams; POLYACRYLAMIDE, PARTIALLY HYDROLYZED; &diams; POLY(2-PROPENAMIDE-CO-2-PROPENOIC ACID); &diams; 2-PROPENOIC ACID, POLYMER WITH 2-PROPENAMIDE; &diams; 2-PROPENAMIDE-2-PROPENOIC ACID POLYMER; &diams; 2-PROPENAMIDE, POLYMER WITH 2-PROPENOIC ACID","FLAVORING AGENT OR ADJUVANT,; SURFACE-FINISHING AGENT",9003-06-9,9003-06-9,ACRYLAMIDE-ACRYLIC ACID RESIN,"&diams; POLY(ACRYLAMIDE-CO-ACRYLIC ACID); &diams; ACRYLAMIDE-ACRYLIC ACID COPOLYMER; &diams; ACRYLAMIDE-ACRYLIC ACID POLYMER; &diams; ACRYLAMIDE-ACRYLIC ACID RESIN; &diams; ACRYLIC ACID, POLYMER WITH ACRYLAMIDE; &diams; HYDROLYZED POLYACRYLAMIDE; &diams; POLYACRYLAMIDE, HYDROLYZED; &diams; POLYACRYLAMIDE, PARTIALLY HYDROLYZED; &diams; POLY(2-PROPENAMIDE-CO-2-PROPENOIC ACID); &diams; 2-PROPENOIC ACID, POLYMER WITH 2-PROPENAMIDE; &diams; 2-PROPENAMIDE-2-PROPENOIC ACID POLYMER; &diams; 2-PROPENAMIDE, POLYMER WITH 2-PROPENOIC ACID","FLAVORING AGENT OR ADJUVANT,; SURFACE-FINISHING AGENT",,,,,,,173.5,175.105,176.110,176.180,,,,,,,,,,,,,,,,,,,,,,,
